"Station","Code","Trap code","Coord.","Longitude","Latitude","Alt.","Date","Period","Fraction","Number","Dry weights (g)","Comments","Status"
"VB85SE3","REG","VB85SE31","N32.99997 W3.12066",32.99997,3.12066,1627,"12/23/2015","December","Other",NA,0.00972,NA,"WT"
"VB85SE3","REG","VB85SE31","N32.99997 W3.12066",32.99997,3.12066,1627,"12/23/2015","December","Tenebrionidae Diet",7,0.66011,NA,"WT"
"VB85SE3","REG","VB85SE31","N32.99997 W3.12066",32.99997,3.12066,1627,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE3","REG","VB85SE32","N32.99995 W3.12010",32.99995,3.1201,1632,"12/23/2015","December","Messor",1,0.00075,NA,"WT"
"VB85SE3","REG","VB85SE32","N32.99995 W3.12010",32.99995,3.1201,1632,"12/23/2015","December","Other",NA,0.0135,NA,"WT"
"VB85SE3","REG","VB85SE32","N32.99995 W3.12010",32.99995,3.1201,1632,"12/23/2015","December","Tenebrionidae Diet",12,0.97347,NA,"WT"
"VB85SE3","REG","VB85SE32","N32.99995 W3.12010",32.99995,3.1201,1632,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE3","REG","VB85SE33","N32.99948 W3.12014",32.99948,3.12014,1630,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE3","REG","VB85SE33","N32.99948 W3.12014",32.99948,3.12014,1630,"12/23/2015","December","Other",NA,0.00328,NA,"WT"
"VB85SE3","REG","VB85SE33","N32.99948 W3.12014",32.99948,3.12014,1630,"12/23/2015","December","Tenebrionidae Diet",7,0.25377,NA,"WT"
"VB85SE3","REG","VB85SE33","N32.99948 W3.12014",32.99948,3.12014,1630,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE3","REG","VB85SE34","N32.99953 W3.12060",32.99953,3.1206,1626,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE3","REG","VB85SE34","N32.99953 W3.12060",32.99953,3.1206,1626,"12/23/2015","December","Other",NA,0.01936,NA,"WT"
"VB85SE3","REG","VB85SE34","N32.99953 W3.12060",32.99953,3.1206,1626,"12/23/2015","December","Tenebrionidae Diet",8,0.58014,NA,"WT"
"VB85SE3","REG","VB85SE34","N32.99953 W3.12060",32.99953,3.1206,1626,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE4","REG","VB85SE41","N32.99953 W3.14716",32.99953,3.14716,1640,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE4","REG","VB85SE41","N32.99953 W3.14716",32.99953,3.14716,1640,"12/23/2015","December","Other",NA,0.01344,NA,"WT"
"VB85SE4","REG","VB85SE41","N32.99953 W3.14716",32.99953,3.14716,1640,"12/23/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"VB85SE4","REG","VB85SE41","N32.99953 W3.14716",32.99953,3.14716,1640,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE4","REG","VB85SE42","N32.99926 W3.14677",32.99926,3.14677,1642,"12/23/2015","December","Messor",2,0.00186,NA,"WT"
"VB85SE4","REG","VB85SE42","N32.99926 W3.14677",32.99926,3.14677,1642,"12/23/2015","December","Other",NA,0.01232,NA,"WT"
"VB85SE4","REG","VB85SE42","N32.99926 W3.14677",32.99926,3.14677,1642,"12/23/2015","December","Tenebrionidae Diet",14,0.64486,NA,"WT"
"VB85SE4","REG","VB85SE42","N32.99926 W3.14677",32.99926,3.14677,1642,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE4","REG","VB85SE43","N32.99884 W3.14708",32.99884,3.14708,1643,"12/23/2015","December","Messor",1,0.00092,NA,"WT"
"VB85SE4","REG","VB85SE43","N32.99884 W3.14708",32.99884,3.14708,1643,"12/23/2015","December","Other",NA,0.13751,NA,"WT"
"VB85SE4","REG","VB85SE43","N32.99884 W3.14708",32.99884,3.14708,1643,"12/23/2015","December","Tenebrionidae Diet",2,0.11861,NA,"WT"
"VB85SE4","REG","VB85SE43","N32.99884 W3.14708",32.99884,3.14708,1643,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE4","REG","VB85SE44","N32.99907 W3.14739",32.99907,3.14739,1637,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE4","REG","VB85SE44","N32.99907 W3.14739",32.99907,3.14739,1637,"12/23/2015","December","Other",NA,0.05511,NA,"WT"
"VB85SE4","REG","VB85SE44","N32.99907 W3.14739",32.99907,3.14739,1637,"12/23/2015","December","Tenebrionidae Diet",6,0.50764,NA,"WT"
"VB85SE4","REG","VB85SE44","N32.99907 W3.14739",32.99907,3.14739,1637,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE5","REG","VB85SE51","N33.01084 W3.13399",33.01084,3.13399,1624,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE5","REG","VB85SE51","N33.01084 W3.13399",33.01084,3.13399,1624,"12/23/2015","December","Other",NA,0.0101,NA,"WT"
"VB85SE5","REG","VB85SE51","N33.01084 W3.13399",33.01084,3.13399,1624,"12/23/2015","December","Tenebrionidae Diet",1,0.02953,NA,"WT"
"VB85SE5","REG","VB85SE51","N33.01084 W3.13399",33.01084,3.13399,1624,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE5","REG","VB85SE52","N33.01053 W3.13369",33.01053,3.13369,1623,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE5","REG","VB85SE52","N33.01053 W3.13369",33.01053,3.13369,1623,"12/23/2015","December","Other",NA,0.00119,NA,"WT"
"VB85SE5","REG","VB85SE52","N33.01053 W3.13369",33.01053,3.13369,1623,"12/23/2015","December","Tenebrionidae Diet",4,0.20877,NA,"WT"
"VB85SE5","REG","VB85SE52","N33.01053 W3.13369",33.01053,3.13369,1623,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE5","REG","VB85SE53","N33.01022 W3.13411",33.01022,3.13411,1625,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE5","REG","VB85SE53","N33.01022 W3.13411",33.01022,3.13411,1625,"12/23/2015","December","Other",NA,0.00662,NA,"WT"
"VB85SE5","REG","VB85SE53","N33.01022 W3.13411",33.01022,3.13411,1625,"12/23/2015","December","Tenebrionidae Diet",1,0.07085,NA,"WT"
"VB85SE5","REG","VB85SE53","N33.01022 W3.13411",33.01022,3.13411,1625,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB85SE5","REG","VB85SE54","N33.01048 W3.13434",33.01048,3.13434,1627,"12/23/2015","December","Messor",0,0,NA,"WT"
"VB85SE5","REG","VB85SE54","N33.01048 W3.13434",33.01048,3.13434,1627,"12/23/2015","December","Other",NA,0.05024,NA,"WT"
"VB85SE5","REG","VB85SE54","N33.01048 W3.13434",33.01048,3.13434,1627,"12/23/2015","December","Tenebrionidae Diet",5,0.33232,NA,"WT"
"VB85SE5","REG","VB85SE54","N33.01048 W3.13434",33.01048,3.13434,1627,"12/23/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW1","REG","UB24SW11","N32.91747 W4.91167",32.91747,4.91167,1509,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW1","REG","UB24SW11","N32.91747 W4.91167",32.91747,4.91167,1509,"12/24/2015","December","Other",NA,0,NA,"WT"
"UB24SW1","REG","UB24SW11","N32.91747 W4.91167",32.91747,4.91167,1509,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW1","REG","UB24SW11","N32.91747 W4.91167",32.91747,4.91167,1509,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW1","REG","UB24SW12","N32.91754 W4.91112",32.91754,4.91112,1524,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW1","REG","UB24SW12","N32.91754 W4.91112",32.91754,4.91112,1524,"12/24/2015","December","Other",NA,0.00538,NA,"WT"
"UB24SW1","REG","UB24SW12","N32.91754 W4.91112",32.91754,4.91112,1524,"12/24/2015","December","Tenebrionidae Diet",1,0.06109,NA,"WT"
"UB24SW1","REG","UB24SW12","N32.91754 W4.91112",32.91754,4.91112,1524,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW1","REG","UB24SW13","N32.91713 W4.91102",32.91713,4.91102,1525,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW1","REG","UB24SW13","N32.91713 W4.91102",32.91713,4.91102,1525,"12/24/2015","December","Other",NA,0.00264,NA,"WT"
"UB24SW1","REG","UB24SW13","N32.91713 W4.91102",32.91713,4.91102,1525,"12/24/2015","December","Tenebrionidae Diet",3,0.21743,NA,"WT"
"UB24SW1","REG","UB24SW13","N32.91713 W4.91102",32.91713,4.91102,1525,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW2","REG","UB24SW21","N32.91781 W4.88501",32.91781,4.88501,1517,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW2","REG","UB24SW21","N32.91781 W4.88501",32.91781,4.88501,1517,"12/24/2015","December","Other",NA,0.00187,NA,"WT"
"UB24SW2","REG","UB24SW21","N32.91781 W4.88501",32.91781,4.88501,1517,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW2","REG","UB24SW21","N32.91781 W4.88501",32.91781,4.88501,1517,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW2","REG","UB24SW22","N32.91751 W4.88460",32.91751,4.8846,1520,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW2","REG","UB24SW22","N32.91751 W4.88460",32.91751,4.8846,1520,"12/24/2015","December","Other",NA,0.00023,NA,"WT"
"UB24SW2","REG","UB24SW22","N32.91751 W4.88460",32.91751,4.8846,1520,"12/24/2015","December","Tenebrionidae Diet",1,0.01817,NA,"WT"
"UB24SW2","REG","UB24SW22","N32.91751 W4.88460",32.91751,4.8846,1520,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW2","REG","UB24SW23","N32.91723 W4.88494",32.91723,4.88494,1515,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW2","REG","UB24SW23","N32.91723 W4.88494",32.91723,4.88494,1515,"12/24/2015","December","Other",NA,0.00571,NA,"WT"
"UB24SW2","REG","UB24SW23","N32.91723 W4.88494",32.91723,4.88494,1515,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW2","REG","UB24SW23","N32.91723 W4.88494",32.91723,4.88494,1515,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW2","REG","UB24SW24","N32.91750 W4.88533",32.9175,4.88533,1511,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW2","REG","UB24SW24","N32.91750 W4.88533",32.9175,4.88533,1511,"12/24/2015","December","Other",NA,0.00151,NA,"WT"
"UB24SW2","REG","UB24SW24","N32.91750 W4.88533",32.9175,4.88533,1511,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW2","REG","UB24SW24","N32.91750 W4.88533",32.9175,4.88533,1511,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW31","N32.89505 W4.88427",32.89505,4.88427,1446,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW31","N32.89505 W4.88427",32.89505,4.88427,1446,"12/24/2015","December","Other",NA,0.00022,NA,"WT"
"UB24SW3","EPA","UB24SW31","N32.89505 W4.88427",32.89505,4.88427,1446,"12/24/2015","December","Tenebrionidae Diet",6,0.27303,NA,"WT"
"UB24SW3","EPA","UB24SW31","N32.89505 W4.88427",32.89505,4.88427,1446,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW32","N32.89506 W4.88386",32.89506,4.88386,1450,"12/24/2015","December","Messor",3,0.00261,NA,"WT"
"UB24SW3","EPA","UB24SW32","N32.89506 W4.88386",32.89506,4.88386,1450,"12/24/2015","December","Other",NA,0.0031,NA,"WT"
"UB24SW3","EPA","UB24SW32","N32.89506 W4.88386",32.89506,4.88386,1450,"12/24/2015","December","Tenebrionidae Diet",2,0.16345,NA,"WT"
"UB24SW3","EPA","UB24SW32","N32.89506 W4.88386",32.89506,4.88386,1450,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW33","N32.89465 W4.88406",32.89465,4.88406,1438,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW33","N32.89465 W4.88406",32.89465,4.88406,1438,"12/24/2015","December","Other",NA,0.071,NA,"WT"
"UB24SW3","EPA","UB24SW33","N32.89465 W4.88406",32.89465,4.88406,1438,"12/24/2015","December","Tenebrionidae Diet",4,0.12488,NA,"WT"
"UB24SW3","EPA","UB24SW33","N32.89465 W4.88406",32.89465,4.88406,1438,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW34","N32.89477 W4.88454",32.89477,4.88454,1444,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW3","EPA","UB24SW34","N32.89477 W4.88454",32.89477,4.88454,1444,"12/24/2015","December","Other",NA,0.00108,NA,"WT"
"UB24SW3","EPA","UB24SW34","N32.89477 W4.88454",32.89477,4.88454,1444,"12/24/2015","December","Tenebrionidae Diet",2,0.19316,NA,"WT"
"UB24SW3","EPA","UB24SW34","N32.89477 W4.88454",32.89477,4.88454,1444,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW41","N32.89479 W4.91111",32.89479,4.91111,1463,"12/24/2015","December","Messor",1,0.00098,NA,"WT"
"UB24SW4","EPA","UB24SW41","N32.89479 W4.91111",32.89479,4.91111,1463,"12/24/2015","December","Other",NA,0.00227,NA,"WT"
"UB24SW4","EPA","UB24SW41","N32.89479 W4.91111",32.89479,4.91111,1463,"12/24/2015","December","Tenebrionidae Diet",3,0.21061,NA,"WT"
"UB24SW4","EPA","UB24SW41","N32.89479 W4.91111",32.89479,4.91111,1463,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW42","N32.89471 W4.91060",32.89471,4.9106,1458,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW42","N32.89471 W4.91060",32.89471,4.9106,1458,"12/24/2015","December","Other",NA,0.00098,NA,"WT"
"UB24SW4","EPA","UB24SW42","N32.89471 W4.91060",32.89471,4.9106,1458,"12/24/2015","December","Tenebrionidae Diet",3,0.3614,NA,"WT"
"UB24SW4","EPA","UB24SW42","N32.89471 W4.91060",32.89471,4.9106,1458,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW43","N32.89430 W4.91073",32.8943,4.91073,1458,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW43","N32.89430 W4.91073",32.8943,4.91073,1458,"12/24/2015","December","Other",NA,0.00321,NA,"WT"
"UB24SW4","EPA","UB24SW43","N32.89430 W4.91073",32.8943,4.91073,1458,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW43","N32.89430 W4.91073",32.8943,4.91073,1458,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW44","N32.89437 W4.91123",32.89437,4.91123,1457,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW4","EPA","UB24SW44","N32.89437 W4.91123",32.89437,4.91123,1457,"12/24/2015","December","Other",NA,0.00147,NA,"WT"
"UB24SW4","EPA","UB24SW44","N32.89437 W4.91123",32.89437,4.91123,1457,"12/24/2015","December","Tenebrionidae Diet",5,0.17469,NA,"WT"
"UB24SW4","EPA","UB24SW44","N32.89437 W4.91123",32.89437,4.91123,1457,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW5","REG","UB24SW51","N32.90639 W4.89868",32.90639,4.89868,1480,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW5","REG","UB24SW51","N32.90639 W4.89868",32.90639,4.89868,1480,"12/24/2015","December","Other",NA,0.00603,NA,"WT"
"UB24SW5","REG","UB24SW51","N32.90639 W4.89868",32.90639,4.89868,1480,"12/24/2015","December","Tenebrionidae Diet",1,0.07129,NA,"WT"
"UB24SW5","REG","UB24SW51","N32.90639 W4.89868",32.90639,4.89868,1480,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"UB24SW5","REG","UB24SW52","N32.90639 W4.89818",32.90639,4.89818,1479,"12/24/2015","December","Messor",0,0,NA,"WT"
"UB24SW5","REG","UB24SW52","N32.90639 W4.89818",32.90639,4.89818,1479,"12/24/2015","December","Other",NA,0.01252,NA,"WT"
"UB24SW5","REG","UB24SW52","N32.90639 W4.89818",32.90639,4.89818,1479,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"UB24SW5","REG","UB24SW52","N32.90639 W4.89818",32.90639,4.89818,1479,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW1","REG","VB84NW11","N32.97675 W3.20088",32.97675,3.20088,1678,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW1","REG","VB84NW11","N32.97675 W3.20088",32.97675,3.20088,1678,"12/24/2015","December","Other",NA,0.03616,NA,"WT"
"VB84NW1","REG","VB84NW11","N32.97675 W3.20088",32.97675,3.20088,1678,"12/24/2015","December","Tenebrionidae Diet",5,0.2815,NA,"WT"
"VB84NW1","REG","VB84NW11","N32.97675 W3.20088",32.97675,3.20088,1678,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW1","REG","VB84NW12","N32.97648 W3.20057",32.97648,3.20057,1679,"12/24/2015","December","Messor",1,0.00111,NA,"WT"
"VB84NW1","REG","VB84NW12","N32.97648 W3.20057",32.97648,3.20057,1679,"12/24/2015","December","Other",NA,0.06038,NA,"WT"
"VB84NW1","REG","VB84NW12","N32.97648 W3.20057",32.97648,3.20057,1679,"12/24/2015","December","Tenebrionidae Diet",10,0.46505,NA,"WT"
"VB84NW1","REG","VB84NW12","N32.97648 W3.20057",32.97648,3.20057,1679,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW1","REG","VB84NW13","N32.97615 W3.20109",32.97615,3.20109,1680,"12/24/2015","December","Messor",15,0.01947,NA,"WT"
"VB84NW1","REG","VB84NW13","N32.97615 W3.20109",32.97615,3.20109,1680,"12/24/2015","December","Other",NA,0.03439,NA,"WT"
"VB84NW1","REG","VB84NW13","N32.97615 W3.20109",32.97615,3.20109,1680,"12/24/2015","December","Tenebrionidae Diet",1,0.01794,NA,"WT"
"VB84NW1","REG","VB84NW13","N32.97615 W3.20109",32.97615,3.20109,1680,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW1","REG","VB84NW14","N32.97652 W3.20148",32.97652,3.20148,1678,"12/24/2015","December","Messor",2,0.00201,NA,"WT"
"VB84NW1","REG","VB84NW14","N32.97652 W3.20148",32.97652,3.20148,1678,"12/24/2015","December","Other",NA,0.00893,NA,"WT"
"VB84NW1","REG","VB84NW14","N32.97652 W3.20148",32.97652,3.20148,1678,"12/24/2015","December","Tenebrionidae Diet",10,0.5506,NA,"WT"
"VB84NW1","REG","VB84NW14","N32.97652 W3.20148",32.97652,3.20148,1678,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW2","REG","VB84NW21","N32.97704 W3.17403",32.97704,3.17403,1660,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW2","REG","VB84NW21","N32.97704 W3.17403",32.97704,3.17403,1660,"12/24/2015","December","Other",NA,0.05567,NA,"WT"
"VB84NW2","REG","VB84NW21","N32.97704 W3.17403",32.97704,3.17403,1660,"12/24/2015","December","Tenebrionidae Diet",5,0.20978,NA,"WT"
"VB84NW2","REG","VB84NW21","N32.97704 W3.17403",32.97704,3.17403,1660,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW2","REG","VB84NW22","N32.97704 W3.17352",32.97704,3.17352,1659,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW2","REG","VB84NW22","N32.97704 W3.17352",32.97704,3.17352,1659,"12/24/2015","December","Other",NA,0.03202,NA,"WT"
"VB84NW2","REG","VB84NW22","N32.97704 W3.17352",32.97704,3.17352,1659,"12/24/2015","December","Tenebrionidae Diet",14,1.05347,NA,"WT"
"VB84NW2","REG","VB84NW22","N32.97704 W3.17352",32.97704,3.17352,1659,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW2","REG","VB84NW23","N32.97657 W3.17357",32.97657,3.17357,1657,"12/24/2015","December","Messor",1,0.00198,NA,"WT"
"VB84NW2","REG","VB84NW23","N32.97657 W3.17357",32.97657,3.17357,1657,"12/24/2015","December","Other",NA,0.03637,NA,"WT"
"VB84NW2","REG","VB84NW23","N32.97657 W3.17357",32.97657,3.17357,1657,"12/24/2015","December","Tenebrionidae Diet",13,0.52806,NA,"WT"
"VB84NW2","REG","VB84NW23","N32.97657 W3.17357",32.97657,3.17357,1657,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW2","REG","VB84NW24","N32.97652 W3.17399",32.97652,3.17399,1659,"12/24/2015","December","Messor",2,0.00154,NA,"WT"
"VB84NW2","REG","VB84NW24","N32.97652 W3.17399",32.97652,3.17399,1659,"12/24/2015","December","Other",NA,0.01106,NA,"WT"
"VB84NW2","REG","VB84NW24","N32.97652 W3.17399",32.97652,3.17399,1659,"12/24/2015","December","Tenebrionidae Diet",8,0.61029,NA,"WT"
"VB84NW2","REG","VB84NW24","N32.97652 W3.17399",32.97652,3.17399,1659,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW3","REG","VB84NW31","N32.95861 W3.17567",32.95861,3.17567,1732,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW3","REG","VB84NW31","N32.95861 W3.17567",32.95861,3.17567,1732,"12/24/2015","December","Other",NA,0.00307,NA,"WT"
"VB84NW3","REG","VB84NW31","N32.95861 W3.17567",32.95861,3.17567,1732,"12/24/2015","December","Tenebrionidae Diet",3,0.16723,NA,"WT"
"VB84NW3","REG","VB84NW31","N32.95861 W3.17567",32.95861,3.17567,1732,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW3","REG","VB84NW32","N32.95833 W3.17531",32.95833,3.17531,1730,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW3","REG","VB84NW32","N32.95833 W3.17531",32.95833,3.17531,1730,"12/24/2015","December","Other",NA,0.00237,NA,"WT"
"VB84NW3","REG","VB84NW32","N32.95833 W3.17531",32.95833,3.17531,1730,"12/24/2015","December","Tenebrionidae Diet",5,0.47154,NA,"WT"
"VB84NW3","REG","VB84NW32","N32.95833 W3.17531",32.95833,3.17531,1730,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW3","REG","VB84NW33","N32.95803 W3.17569",32.95803,3.17569,1729,"12/24/2015","December","Messor",1,0.00096,NA,"WT"
"VB84NW3","REG","VB84NW33","N32.95803 W3.17569",32.95803,3.17569,1729,"12/24/2015","December","Other",NA,0.02503,NA,"WT"
"VB84NW3","REG","VB84NW33","N32.95803 W3.17569",32.95803,3.17569,1729,"12/24/2015","December","Tenebrionidae Diet",9,0.58066,NA,"WT"
"VB84NW3","REG","VB84NW33","N32.95803 W3.17569",32.95803,3.17569,1729,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW3","REG","VB84NW34","N32.95832 W3.17605",32.95832,3.17605,1727,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW3","REG","VB84NW34","N32.95832 W3.17605",32.95832,3.17605,1727,"12/24/2015","December","Other",NA,0.03818,NA,"WT"
"VB84NW3","REG","VB84NW34","N32.95832 W3.17605",32.95832,3.17605,1727,"12/24/2015","December","Tenebrionidae Diet",9,0.49064,NA,"WT"
"VB84NW3","REG","VB84NW34","N32.95832 W3.17605",32.95832,3.17605,1727,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW4","REG","VB84NW43","N32.95170 W3.19753",32.9517,3.19753,1656,"12/24/2015","December","Messor",8,0.01029,NA,"WT"
"VB84NW4","REG","VB84NW43","N32.95170 W3.19753",32.9517,3.19753,1656,"12/24/2015","December","Other",NA,0.00343,NA,"WT"
"VB84NW4","REG","VB84NW43","N32.95170 W3.19753",32.9517,3.19753,1656,"12/24/2015","December","Tenebrionidae Diet",1,0.01533,NA,"WT"
"VB84NW4","REG","VB84NW43","N32.95170 W3.19753",32.9517,3.19753,1656,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW4","REG","VB84NW44","N32.95196 W3.19782",32.95196,3.19782,1656,"12/24/2015","December","Messor",2,0.00151,NA,"WT"
"VB84NW4","REG","VB84NW44","N32.95196 W3.19782",32.95196,3.19782,1656,"12/24/2015","December","Other",NA,0.01282,NA,"WT"
"VB84NW4","REG","VB84NW44","N32.95196 W3.19782",32.95196,3.19782,1656,"12/24/2015","December","Tenebrionidae Diet",4,0.2751,NA,"WT"
"VB84NW4","REG","VB84NW44","N32.95196 W3.19782",32.95196,3.19782,1656,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW51","N32.96347 W3.19312",32.96347,3.19312,1682,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW51","N32.96347 W3.19312",32.96347,3.19312,1682,"12/24/2015","December","Other",NA,0.00641,NA,"WT"
"VB84NW5","ALF","VB84NW51","N32.96347 W3.19312",32.96347,3.19312,1682,"12/24/2015","December","Tenebrionidae Diet",1,0.12847,NA,"WT"
"VB84NW5","ALF","VB84NW51","N32.96347 W3.19312",32.96347,3.19312,1682,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW52","N32.96342 W3.19273",32.96342,3.19273,1681,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW52","N32.96342 W3.19273",32.96342,3.19273,1681,"12/24/2015","December","Other",NA,0.01431,NA,"WT"
"VB84NW5","ALF","VB84NW52","N32.96342 W3.19273",32.96342,3.19273,1681,"12/24/2015","December","Tenebrionidae Diet",1,0.01381,NA,"WT"
"VB84NW5","ALF","VB84NW52","N32.96342 W3.19273",32.96342,3.19273,1681,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW53","N32.96297 W3.19284",32.96297,3.19284,1686,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW53","N32.96297 W3.19284",32.96297,3.19284,1686,"12/24/2015","December","Other",NA,0.00234,NA,"WT"
"VB84NW5","ALF","VB84NW53","N32.96297 W3.19284",32.96297,3.19284,1686,"12/24/2015","December","Tenebrionidae Diet",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW53","N32.96297 W3.19284",32.96297,3.19284,1686,"12/24/2015","December","Tenebrionidae Other",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW54","N32.96301 W3.19324",32.96301,3.19324,1686,"12/24/2015","December","Messor",0,0,NA,"WT"
"VB84NW5","ALF","VB84NW54","N32.96301 W3.19324",32.96301,3.19324,1686,"12/24/2015","December","Other",NA,0.05111,NA,"WT"
"VB84NW5","ALF","VB84NW54","N32.96301 W3.19324",32.96301,3.19324,1686,"12/24/2015","December","Tenebrionidae Diet",1,0.12399,NA,"WT"
