Station,Habitat,Trap code,Coord.,Alt.,Date,Period,Fraction,Number,Dry weights (g),Comments,Status
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
ALBSEP1,EPA,ALBSEP14,N33.14949 W3.94163,906,4/17/2017,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/17/2017,April,Messor,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/17/2017,April,Other,,0.00994,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista11,N33.18863 W3.98042,956,4/17/2017,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/17/2017,April,Messor,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/17/2017,April,Other,,0.04163,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista12,N33.18895 W3.98081,958,4/17/2017,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/17/2017,April,Messor,1,0.00175,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/17/2017,April,Other,,0.2946,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista13,N33.18892 W3.98183,958,4/17/2017,April,Tenebrionidae Other,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/17/2017,April,Messor,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/17/2017,April,Other,,0.01867,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
Pista1,WED,Pista14,N33.18933 W3.98190,957,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/17/2017,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/17/2017,April,Other,,0.03821,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW11,N33.24393 W3.95261,988,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/17/2017,April,Messor,0,0,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/17/2017,April,Other,,0.02796,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW12,N33.24378 W3.95208,986,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/17/2017,April,Messor,1,0.00232,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/17/2017,April,Other,,0.02563,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW1,REG,VB17NW13,N33.24335 W3.95221,986,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/17/2017,April,Messor,1,0.00136,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/17/2017,April,Other,,0.01222,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/17/2017,April,Tenebrionidae Diet,1,0.054,,WT
VB17NW1,REG,VB17NW14,N33.24348 W3.95279,987,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/17/2017,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/17/2017,April,Other,,0.02151,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW21,N33.24432 W3.92586,938,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/17/2017,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/17/2017,April,Other,,0.05202,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/17/2017,April,Tenebrionidae Diet,1,0.0383,,WT
VB17NW2,REG,VB17NW22,N33.24417 W3.92532,940,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/17/2017,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/17/2017,April,Other,,0.0155,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW23,N33.24373 W3.92547,940,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/17/2017,April,Messor,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/17/2017,April,Other,,0.01277,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW2,REG,VB17NW24,N33.24386 W3.92599,942,4/17/2017,April,Tenebrionidae Other,1,0.00563,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/17/2017,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/17/2017,April,Other,,0.04477,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW31,N33.22191 W3.92567,945,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/17/2017,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/17/2017,April,Other,,0.02687,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW32,N33.22178 W3.92519,942,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/17/2017,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/17/2017,April,Other,,0.2353,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW33,N33.22134 W3.92538,942,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/17/2017,April,Messor,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/17/2017,April,Other,,0.2365,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW3,REG,VB17NW34,N33.22149 W3.92586,942,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/17/2017,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/17/2017,April,Other,,0.0269,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW41,N33.22150 W3.95235,955,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/17/2017,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/17/2017,April,Other,,0.02569,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW42,N33.22109 W3.95217,955,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/17/2017,April,Messor,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/17/2017,April,Other,,0.01506,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW43,N33.22093 W3.95263,954,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/17/2017,April,Messor,13,0.02545,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/17/2017,April,Other,,0.00845,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW4,REG,VB17NW44,N33.22134 W3.95281,956,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/17/2017,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/17/2017,April,Other,,0.02242,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW51,N33.23296 W3.93897,951,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/17/2017,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/17/2017,April,Other,,0.01873,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW52,N33.23271 W3.93853,951,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/17/2017,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/17/2017,April,Other,,0.02173,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW53,N33.23234 W3.93882,952,4/17/2017,April,Tenebrionidae Other,0,0,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/17/2017,April,Messor,0,0,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/17/2017,April,Other,,0.01843,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/17/2017,April,Tenebrionidae Diet,0,0,,WT
VB17NW5,REG,VB17NW54,N33.23261 W3.93907,952,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/17/2017,April,Messor,1,0.00175,,WT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/17/2017,April,Other,,0.48088,,WT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/17/2017,April,Tenebrionidae Diet,1,0.01691,,WT
WB61NE1,ALF,WB61NE11,N32.70452 W2.29322,1438,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/17/2017,April,Messor,0,0,,WT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/17/2017,April,Other,,1.19054,,WT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/17/2017,April,Tenebrionidae Diet,16,0.95056,,WT
WB61NE1,ALF,WB61NE12,N32.70439 W2.29259,1438,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/17/2017,April,Messor,0,0,,WT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/17/2017,April,Other,,0.07607,,WT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/17/2017,April,Tenebrionidae Diet,12,1.6303,,WT
WB61NE1,ALF,WB61NE13,N32.70403 W2.29272,1439,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/17/2017,April,Messor,1,0.00145,,WT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/17/2017,April,Other,,0.01708,,WT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/17/2017,April,Tenebrionidae Diet,10,0.63539,,WT
WB61NE1,ALF,WB61NE14,N32.70405 W2.29323,1440,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/17/2017,April,Messor,0,0,,WT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/17/2017,April,Other,,0.02092,,WT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/17/2017,April,Tenebrionidae Diet,4,0.34414,,WT
WB61NE2,ALF,WB61NE21,N32.70424 W2.26634,1466,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/17/2017,April,Messor,0,0,,WT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/17/2017,April,Other,,0.02646,,WT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/17/2017,April,Tenebrionidae Diet,15,0.97973,,WT
WB61NE2,ALF,WB61NE22,N32.70404 W2.26575,1465,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/17/2017,April,Messor,0,0,,WT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/17/2017,April,Other,,0.03084,,WT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/17/2017,April,Tenebrionidae Diet,21,3.14929,,WT
WB61NE2,ALF,WB61NE23,N32.70367 W2.26598,1463,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/17/2017,April,Messor,0,0,,WT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/17/2017,April,Other,,0.03919,,WT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/17/2017,April,Tenebrionidae Diet,27,1.96025,,WT
WB61NE2,ALF,WB61NE24,N32.70392 W2.26623,1463,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/17/2017,April,Messor,0,0,,WT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/17/2017,April,Other,,0.03322,,WT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/17/2017,April,Tenebrionidae Diet,10,1.27713,,WT
WB61NE3,ALF,WB61NE31,N32.68708 W2.25530,1525,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/17/2017,April,Messor,0,0,,WT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/17/2017,April,Other,,0.6519,,WT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/17/2017,April,Tenebrionidae Diet,2,0.18324,,WT
WB61NE3,ALF,WB61NE32,N32.68685 W2.25488,1528,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/17/2017,April,Messor,0,0,,WT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/17/2017,April,Other,,0.49479,,WT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/17/2017,April,Tenebrionidae Diet,13,2.37452,,WT
WB61NE3,ALF,WB61NE33,N32.68646 W2.25523,1527,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/17/2017,April,Messor,0,0,,WT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/17/2017,April,Other,,0.0483,,WT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/17/2017,April,Tenebrionidae Diet,12,2.47437,,WT
WB61NE3,ALF,WB61NE34,N32.68683 W2.25578,1525,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE4,ALF,WB61NE41,N32.68205 W2.29343,1463,4/17/2017,April,Messor,0,0,,WT
WB61NE4,ALF,WB61NE41,N32.68205 W2.29343,1463,4/17/2017,April,Other,,0.04202,,WT
WB61NE4,ALF,WB61NE41,N32.68205 W2.29343,1463,4/17/2017,April,Tenebrionidae Diet,7,0.46562,,WT
WB61NE4,ALF,WB61NE41,N32.68205 W2.29343,1463,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE4,ALF,WB61NE422,N32.68205 W2.29284,1460,4/17/2017,April,Messor,1,0.001,,WT
WB61NE4,ALF,WB61NE422,N32.68205 W2.29284,1460,4/17/2017,April,Other,,0.47385,,WT
WB61NE4,ALF,WB61NE422,N32.68205 W2.29284,1460,4/17/2017,April,Tenebrionidae Diet,25,2.17549,,WT
WB61NE4,ALF,WB61NE422,N32.68205 W2.29284,1460,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE4,ALF,WB61NE43,N32.68156 W2.29300,1463,4/17/2017,April,Messor,0,0,,WT
WB61NE4,ALF,WB61NE43,N32.68156 W2.29300,1463,4/17/2017,April,Other,,0.04049,,WT
WB61NE4,ALF,WB61NE43,N32.68156 W2.29300,1463,4/17/2017,April,Tenebrionidae Diet,6,0.41075,,WT
WB61NE4,ALF,WB61NE43,N32.68156 W2.29300,1463,4/17/2017,April,Tenebrionidae Other,1,0.03213,,WT
WB61NE4,ALF,WB61NE44,N32.68159 W2.29362,1457,4/17/2017,April,Messor,0,0,,WT
WB61NE4,ALF,WB61NE44,N32.68159 W2.29362,1457,4/17/2017,April,Other,,0.08656,,WT
WB61NE4,ALF,WB61NE44,N32.68159 W2.29362,1457,4/17/2017,April,Tenebrionidae Diet,7,0.45644,,WT
WB61NE4,ALF,WB61NE44,N32.68159 W2.29362,1457,4/17/2017,April,Tenebrionidae Other,0,0,,WT
WB61NE5,ALF,WB61NE51,N32.69328 W2.27979,1462,4/17/2017,April,Messor,4,0.00547,,WT
