Nest_Name,Nest_Latitude,Nest_Longitude,Year_Discovered,Number_Of_Items,Camera_trap_deployed
11N096B,33.234,-2.528,2011,2,No
11N096D,33.075,-4.531,2011,3,No
11N096F,33.057,-3.181,2011,1,No
11N096I,32.710,-2.360,2011,3,No
11N096M,33.268,-2.571,2011,1,No
11N097A,33.568,-2.749,2011,2,No
11N097B,33.180,-2.715,2011,2,No
11N097D,33.083,-4.531,2011,2,No
11N097F,33.079,-3.187,2011,3,No
11N097I,32.650,-2.461,2011,2,No
11N097M,33.376,-2.988,2011,2,No
11N098A,33.484,-2.898,2011,2,No
11N098B,32.884,-2.527,2011,2,No
11N098D,33.111,-4.491,2011,2,No
11N098F,33.021,-3.080,2011,3,No
11N098I,32.680,-2.473,2011,3,No
11N098M,33.077,-4.540,2011,2,No
11N099A,33.678,-3.055,2011,2,No
11N099B,32.775,-2.249,2011,3,No
11N099D,33.059,-4.553,2011,2,No
11N099F,33.062,-2.984,2011,1,No
11N099I,32.728,-2.391,2011,3,No
11N099M,33.073,-4.540,2011,2,No
11N09AZ,33.349,-2.797,2011,3,No
11N09HJ,33.696,-3.062,2011,3,No
11N09RK,33.230,-2.449,2011,3,No
11N09ST,32.568,-2.268,2011,2,No
11N100A,33.897,-2.526,2011,2,No
11N100B,32.772,-2.267,2011,3,No
11N100D,32.866,-3.646,2011,3,No
11N100F,32.834,-3.228,2011,2,No
11N100I,33.048,-2.197,2011,3,No
11N100M,33.074,-4.523,2011,2,No
11N101A,33.642,-2.710,2011,3,No
11N101B,33.170,-2.568,2011,1,No
11N101D,32.941,-3.746,2011,2,No
11N101F,32.777,-2.378,2011,3,No
11N101I,33.023,-2.177,2011,2,No
11N101M,33.078,-4.532,2011,3,No
11N102A,33.630,-2.785,2011,1,No
11N102B,33.114,-2.906,2011,3,No
11N102D,32.892,-3.794,2011,2,No
11N102F,32.785,-2.372,2011,2,No
11N102I,33.207,-2.367,2011,3,No
11N102M,33.074,-4.548,2011,3,No
11N103A,33.533,-2.842,2011,2,No
11N103B,33.134,-2.929,2011,1,No
11N103D,32.864,-3.768,2011,2,No
11N103F,32.739,-2.424,2011,3,No
11N103I,32.744,-2.597,2011,2,No
11N103M,33.078,-4.555,2011,2,No
11N104A,33.557,-2.816,2011,3,No
11N104B,33.111,-3.018,2011,4,No
11N104D,32.850,-3.758,2011,2,No
11N104F,32.777,-2.589,2011,3,No
11N104I,32.673,-2.095,2011,2,No
11N104M,33.202,-4.564,2011,3,No
11N105A,33.815,-2.427,2011,2,No
11N105B,33.114,-2.974,2011,2,No
11N105D,32.939,-3.637,2011,1,No
11N105F,32.778,-2.617,2011,2,No
11N105I,33.290,-2.884,2011,3,No
11N105M,33.287,-2.522,2011,2,No
11N106A,33.711,-2.367,2011,3,No
11N106B,33.122,-2.916,2011,3,No
11N106D,33.155,-4.603,2011,3,No
11N106F,32.769,-2.555,2011,2,No
11N106I,33.303,-2.855,2011,3,No
11N106M,33.317,-2.585,2011,2,No
11N107A,33.703,-2.376,2011,3,No
11N107B,33.137,-2.893,2011,3,No
11N107D,33.155,-4.610,2011,3,No
11N107F,32.780,-2.523,2011,2,No
11N107I,33.320,-2.874,2011,2,No
11N107M,33.342,-3.232,2011,2,No
11N108A,33.698,-2.396,2011,3,No
11N108B,33.260,-2.577,2011,3,No
11N108D,33.116,-4.674,2011,2,No
11N108F,32.788,-2.512,2011,2,No
11N108I,33.301,-2.829,2011,3,No
11N108M,33.405,-2.933,2011,2,No
11N109A,33.700,-2.398,2011,2,No
11N109B,33.256,-2.573,2011,2,No
11N109D,33.118,-4.664,2011,3,No
11N109F,32.784,-2.533,2011,2,No
11N109I,33.304,-2.785,2011,3,No
11N109M,33.407,-2.679,2011,2,No
11N10HJ,33.150,-2.904,2011,3,No
11N10RK,33.250,-2.729,2011,2,No
11N10ST,32.558,-2.321,2011,2,No
11N110A,33.688,-2.653,2011,2,No
11N110B,32.630,-2.387,2011,2,No
11N110D,33.109,-4.654,2011,2,No
11N110F,32.888,-2.493,2011,3,No
11N110I,33.146,-2.602,2011,3,No
11N110M,33.210,-3.095,2011,1,No
11N111A,33.628,-2.865,2011,3,No
11N111B,32.626,-2.368,2011,3,No
11N111D,33.073,-4.668,2011,2,No
11N111F,32.983,-2.069,2011,2,No
11N111I,33.134,-2.577,2011,3,No
11N111M,33.140,-4.692,2011,2,No
11N112A,33.527,-2.831,2011,1,No
11N112B,32.774,-2.302,2011,3,No
11N112D,32.990,-4.582,2011,2,No
11N112F,32.978,-2.079,2011,3,No
11N112I,32.770,-2.282,2011,3,No
11N112M,33.128,-4.685,2011,3,No
11N113A,33.422,-2.682,2011,2,No
11N113B,32.783,-2.302,2011,2,No
11N113D,33.075,-4.529,2011,2,No
11N113F,32.901,-2.534,2011,3,No
11N113I,32.692,-2.076,2011,3,No
11N113M,33.107,-4.614,2011,2,No
11N114A,33.458,-2.516,2011,1,No
11N114B,32.757,-2.270,2011,3,No
11N114D,33.081,-4.524,2011,3,No
11N114F,32.928,-2.503,2011,3,No
11N114I,33.006,-2.127,2011,3,No
11N114M,33.103,-4.676,2011,2,No
11N115A,33.498,-2.702,2011,2,No
11N115B,32.736,-2.111,2011,3,No
11N115D,32.983,-3.910,2011,2,No
11N115F,32.942,-2.538,2011,2,No
11N115I,33.005,-2.135,2011,3,No
11N115M,33.103,-4.685,2011,2,No
11N116A,33.518,-2.718,2011,2,No
11N116B,32.713,-2.289,2011,3,No
11N116D,33.068,-4.548,2011,3,No
11N116F,32.827,-2.632,2011,2,No
11N116I,32.907,-2.329,2011,3,No
11N117A,33.501,-2.883,2011,2,No
11N117B,33.018,-2.854,2011,2,No
11N117D,33.185,-4.578,2011,3,No
11N117F,32.735,-2.502,2011,2,No
11N117I,32.964,-2.219,2011,3,No
11N117M,33.186,-4.487,2011,2,No
11N118A,33.652,-2.872,2011,2,No
11N118B,33.007,-2.854,2011,2,No
11N118D,33.175,-4.592,2011,2,No
11N118F,32.705,-2.455,2011,3,No
11N118I,32.937,-2.267,2011,2,No
11N118M,33.125,-4.677,2011,2,No
11N119A,33.840,-2.432,2011,2,No
11N119B,33.057,-2.852,2011,3,No
11N119D,33.141,-4.674,2011,2,No
11N119F,32.708,-2.464,2011,3,No
11N119I,32.776,-2.302,2011,2,No
11N119M,33.086,-4.701,2011,1,No
11N11HJ,33.295,-2.888,2011,3,No
11N11RK,33.257,-2.726,2011,2,No
11N11ST,32.569,-2.330,2011,1,No
11N120A,33.967,-2.361,2011,2,No
11N120B,33.670,-2.537,2011,3,No
11N120D,33.138,-4.670,2011,2,No
11N120F,32.754,-2.538,2011,2,No
11N120I,32.824,-2.317,2011,3,No
11N120M,33.130,-4.708,2011,2,No
11N121A,33.809,-2.653,2011,3,No
11N121B,33.222,-2.520,2011,3,No
11N121D,33.134,-4.669,2011,2,No
11N121F,32.750,-2.719,2011,2,No
11N121I,32.871,-2.328,2011,3,No
11N121M,33.108,-4.672,2011,2,No
11N122A,33.717,-2.619,2011,2,No
11N122B,33.132,-2.530,2011,2,No
11N122D,33.041,-4.766,2011,2,No
11N122F,33.099,-2.314,2011,2,No
11N122I,32.935,-2.379,2011,3,No
11N122M,33.601,-3.079,2011,1,No
11N123A,33.622,-2.623,2011,3,No
11N123B,33.135,-2.536,2011,3,No
11N123D,33.106,-4.619,2011,3,No
11N123F,33.236,-2.332,2011,3,No
11N123I,32.876,-2.601,2011,3,No
11N123M,33.510,-3.081,2011,2,No
11N124A,33.504,-2.692,2011,3,No
11N124B,33.162,-2.919,2011,2,No
11N124D,33.097,-4.616,2011,1,No
11N124I,32.781,-2.680,2011,2,No
11N124M,33.670,-3.113,2011,1,No
11N125A,33.417,-2.369,2011,3,No
11N125B,33.144,-2.942,2011,3,No
11N125D,33.089,-4.611,2011,2,No
11N125F,33.128,-2.897,2011,2,No
11N125I,32.740,-2.965,2011,3,No
11N125M,33.295,-3.032,2011,1,No
11N126A,33.575,-2.814,2011,2,No
11N126B,33.121,-2.917,2011,3,No
11N126D,33.075,-4.546,2011,3,No
11N126F,33.193,-3.039,2011,2,No
11N126I,32.804,-2.299,2011,3,No
11N126M,33.296,-2.911,2011,2,No
11N127A,33.438,-2.839,2011,3,No
11N127B,33.111,-2.949,2011,2,No
11N127F,33.118,-2.970,2011,2,No
11N127I,32.803,-2.308,2011,3,No
11N127M,33.073,-4.542,2011,3,No
11N128A,33.380,-2.822,2011,3,No
11N128B,33.086,-3.185,2011,2,No
11N128D,32.890,-3.776,2011,2,No
11N128F,33.116,-3.187,2011,3,No
11N128I,33.055,-2.515,2011,2,No
11N128M,33.080,-4.546,2011,3,No
11N129A,33.388,-2.792,2011,3,No
11N129B,33.092,-3.167,2011,2,No
11N129D,32.852,-3.756,2011,2,No
11N129F,33.053,-2.951,2011,3,No
11N129I,32.718,-2.230,2011,3,No
11N129M,33.087,-4.558,2011,3,No
11N12HJ,33.382,-2.629,2011,3,No
11N12RK,33.358,-2.593,2011,3,No
11N12ST,32.592,-1.455,2011,3,No
11N130A,33.525,-2.729,2011,2,No
11N130B,33.152,-3.067,2011,2,No
11N130D,33.174,-3.746,2011,2,No
11N130F,33.082,-2.804,2011,2,No
11N130I,32.784,-2.255,2011,1,No
11N130M,33.151,-4.611,2011,2,No
11N131A,33.635,-2.772,2011,2,No
11N131B,33.217,-3.031,2011,3,No
11N131D,33.150,-3.844,2011,2,No
11N131F,33.026,-2.777,2011,2,No
11N131I,32.789,-2.353,2011,3,No
11N131M,33.159,-4.608,2011,3,No
11N132A,33.638,-2.795,2011,3,No
11N132B,33.214,-2.893,2011,3,No
11N132D,32.999,-3.874,2011,2,No
11N132F,33.029,-2.743,2011,2,No
11N132I,32.785,-2.260,2011,2,No
11N132M,33.156,-4.604,2011,1,No
11N133A,33.651,-2.759,2011,2,No
11N133B,33.110,-1.981,2011,3,No
11N133D,33.037,-3.938,2011,2,No
11N133F,32.441,-2.823,2011,2,No
11N133I,32.770,-2.310,2011,2,No
11N133M,33.305,-2.822,2011,2,No
11N134A,33.610,-2.895,2011,3,No
11N134B,33.228,-2.533,2011,3,No
11N134D,33.006,-3.880,2011,2,No
11N134F,33.106,-2.332,2011,3,No
11N134I,32.791,-2.349,2011,2,No
11N134M,33.150,-4.639,2011,2,No
11N135A,33.575,-2.681,2011,2,No
11N135B,33.353,-2.849,2011,2,No
11N135D,32.958,-3.655,2011,3,No
11N135F,33.274,-2.555,2011,2,No
11N135I,32.758,-2.399,2011,3,No
11N135M,33.105,-4.620,2011,3,No
11N136A,33.577,-2.691,2011,2,No
11N136B,33.355,-2.623,2011,2,No
11N136D,33.130,-4.469,2011,2,No
11N136F,33.121,-2.914,2011,2,No
11N136I,32.696,-2.449,2011,4,No
11N136M,33.151,-4.629,2011,2,No
11N137A,33.825,-2.872,2011,2,No
11N137B,33.365,-2.586,2011,3,No
11N137F,33.160,-2.950,2011,2,No
11N137I,32.666,-2.705,2011,2,No
11N137M,33.132,-4.532,2011,2,No
11N138A,33.820,-2.523,2011,3,No
11N138B,33.345,-2.434,2011,2,No
11N138F,33.117,-2.977,2011,2,No
11N138I,32.726,-2.172,2011,3,No
11N138M,33.176,-4.500,2011,2,No
11N139A,33.956,-2.354,2011,3,No
11N139B,33.340,-2.449,2011,2,No
11N139F,33.001,-2.999,2011,2,No
11N139I,32.839,-2.206,2011,3,No
11N13HJ,33.218,-2.931,2011,3,No
11N13RK,33.244,-2.467,2011,2,No
11N13ST,32.591,-1.454,2011,1,No
11N140A,33.682,-2.451,2011,2,No
11N140B,33.351,-2.534,2011,2,No
11N140D,33.127,-4.719,2011,2,No
11N140F,32.797,-2.556,2011,3,No
11N140I,32.884,-2.149,2011,1,No
11N141A,33.705,-2.623,2011,3,No
11N141B,33.346,-2.550,2011,2,No
11N141D,33.164,-4.669,2011,2,No
11N141F,32.796,-2.563,2011,2,No
11N141I,33.298,-2.349,2011,2,No
11N142A,33.639,-2.774,2011,2,No
11N142B,33.274,-2.584,2011,2,No
11N142D,33.163,-4.664,2011,2,No
11N142F,32.748,-2.498,2011,2,No
11N142I,32.644,-2.972,2011,2,No
11N143A,33.638,-2.782,2011,2,No
11N143B,33.194,-2.581,2011,3,No
11N143D,32.998,-3.872,2011,3,No
11N143F,32.763,-2.481,2011,3,No
11N143I,32.700,-2.452,2011,2,No
11N144A,33.587,-2.757,2011,2,No
11N144B,33.176,-2.581,2011,3,No
11N144D,33.078,-4.534,2011,3,No
11N144F,32.428,-2.640,2011,2,No
11N144I,32.689,-2.447,2011,3,No
11N145A,33.589,-2.756,2011,3,No
11N145B,32.509,-2.697,2011,2,No
11N145D,33.080,-4.532,2011,3,No
11N145F,32.751,-2.334,2011,2,No
11N145I,32.692,-2.465,2011,3,No
11N146A,33.707,-2.644,2011,3,No
11N146B,32.511,-2.670,2011,2,No
11N146D,33.071,-4.524,2011,3,No
11N146F,32.733,-2.356,2011,1,No
11N146I,32.692,-2.411,2011,2,No
11N147A,33.571,-2.570,2011,3,No
11N147B,32.471,-3.049,2011,2,No
11N147D,33.085,-4.547,2011,3,No
11N147F,32.709,-2.429,2011,2,No
11N147I,32.686,-2.510,2011,3,No
11N148A,33.790,-2.514,2011,2,No
11N148B,32.572,-2.331,2011,2,No
11N148D,33.152,-4.673,2011,2,No
11N148F,32.701,-2.452,2011,2,No
11N148I,32.741,-2.590,2011,3,No
11N149A,33.677,-2.616,2011,1,No
11N149B,33.114,-1.982,2011,3,No
11N149D,33.146,-4.660,2011,2,No
11N149F,32.766,-2.508,2011,2,No
11N149I,32.762,-2.306,2011,3,No
11N14HJ,33.341,-2.550,2011,3,No
11N14ST,32.591,-1.444,2011,2,No
11N150A,33.545,-2.673,2011,3,No
11N150B,33.449,-2.628,2011,3,No
11N150D,32.982,-3.898,2011,2,No
11N150F,32.766,-2.559,2011,2,No
11N150I,32.670,-2.275,2011,3,No
11N151A,33.657,-2.950,2011,2,No
11N151B,33.432,-2.642,2011,3,No
11N151D,32.986,-3.886,2011,2,No
11N151F,33.206,-2.534,2011,3,No
11N151I,32.818,-2.275,2011,3,No
11N152A,33.272,-2.584,2011,3,No
11N152B,33.125,-2.607,2011,3,No
11N152D,33.268,-3.684,2011,2,No
11N152F,33.010,-3.014,2011,2,No
11N152I,32.817,-2.279,2011,2,No
11N153A,33.354,-2.545,2011,2,No
11N153B,33.202,-2.524,2011,3,No
11N153D,33.217,-4.569,2011,1,No
11N153F,33.178,-3.072,2011,2,No
11N153I,33.322,-2.524,2011,2,No
11N154A,33.342,-2.545,2011,2,No
11N154B,32.556,-2.357,2011,2,No
11N154D,32.965,-3.906,2011,2,No
11N154F,33.223,-3.020,2011,2,No
11N154I,33.346,-2.562,2011,2,No
11N155A,33.501,-2.693,2011,2,No
11N155B,32.551,-2.626,2011,2,No
11N155D,32.981,-3.875,2011,1,No
11N155F,33.142,-2.942,2011,2,No
11N155I,32.795,-2.504,2011,3,No
11N156A,33.492,-2.699,2011,2,No
11N156B,32.434,-2.758,2011,3,No
11N156D,32.988,-3.879,2011,2,No
11N156F,32.454,-2.708,2011,2,No
11N156I,32.853,-2.525,2011,3,No
11N157A,33.840,-2.288,2011,2,No
11N157B,32.666,-2.052,2011,3,No
11N157D,33.065,-4.602,2011,2,No
11N157F,32.453,-2.712,2011,2,No
11N157I,32.788,-2.609,2011,2,No
11N158A,33.843,-2.275,2011,2,No
11N158B,32.672,-2.053,2011,3,No
11N158F,32.886,-2.927,2011,3,No
11N158I,32.689,-2.481,2011,3,No
11N159A,33.863,-2.577,2011,2,No
11N159B,33.245,-2.557,2011,3,No
11N159D,33.075,-4.609,2011,3,No
11N159F,33.033,-3.113,2011,2,No
11N159I,33.310,-2.214,2011,3,No
11N15HJ,33.439,-2.604,2011,2,No
11N15ST,32.612,-1.465,2011,2,No
11N160A,33.597,-3.114,2011,3,No
11N160B,33.299,-2.849,2011,3,No
11N160D,33.079,-4.600,2011,3,No
11N160F,32.414,-2.575,2011,2,No
11N160I,33.158,-2.016,2011,2,No
11N161A,33.747,-2.783,2011,2,No
11N161B,33.297,-2.822,2011,3,No
11N161D,32.979,-3.915,2011,2,No
11N161F,32.413,-2.633,2011,2,No
11N161I,33.187,-2.143,2011,3,No
11N162A,33.709,-2.779,2011,2,No
11N162B,33.249,-2.922,2011,3,No
11N162D,32.976,-3.909,2011,1,No
11N162F,32.342,-2.300,2011,3,No
11N162I,32.763,-2.605,2011,3,No
11N163A,33.628,-2.780,2011,1,No
11N163B,33.256,-2.906,2011,2,No
11N163D,32.893,-4.024,2011,2,No
11N163F,33.249,-2.602,2011,3,No
11N163I,32.905,-2.074,2011,2,No
11N164A,33.623,-2.768,2011,3,No
11N164B,33.287,-2.557,2011,3,No
11N164D,33.131,-4.683,2011,2,No
11N164F,33.114,-2.920,2011,2,No
11N164I,33.169,-2.528,2011,2,No
11N165A,33.841,-2.300,2011,3,No
11N165B,33.097,-2.332,2011,3,No
11N165D,33.125,-4.495,2011,2,No
11N165F,33.100,-3.155,2011,3,No
11N165I,33.095,-2.547,2011,3,No
11N166A,33.841,-2.283,2011,3,No
11N166B,32.694,-2.143,2011,2,No
11N166D,32.848,-4.024,2011,1,No
11N166F,33.138,-2.608,2011,2,No
11N166I,32.667,-2.598,2011,3,No
11N167A,33.260,-2.584,2011,3,No
11N167B,33.149,-2.620,2011,2,No
11N167F,33.302,-2.497,2011,3,No
11N167I,32.692,-2.550,2011,3,No
11N168A,33.259,-2.572,2011,2,No
11N168B,33.087,-2.667,2011,3,No
11N168F,32.461,-2.691,2011,1,No
11N168I,32.876,-2.128,2011,3,No
11N169A,33.822,-2.930,2011,2,No
11N169B,33.293,-2.895,2011,3,No
11N169F,32.449,-2.694,2011,1,No
11N169I,32.873,-2.132,2011,2,No
11N16HJ,33.306,-2.770,2011,3,No
11N16ST,32.565,-2.296,2011,2,No
11N170A,33.667,-2.822,2011,2,No
11N170B,33.106,-2.920,2011,2,No
11N170F,32.321,-2.272,2011,2,No
11N170I,32.782,-2.107,2011,3,No
11N171A,33.707,-2.795,2011,2,No
11N171B,33.110,-3.156,2011,2,No
11N171F,33.150,-2.656,2011,2,No
11N171I,33.158,-2.262,2011,3,No
11N172A,33.584,-2.761,2011,2,No
11N172B,33.035,-3.106,2011,1,No
11N172F,33.206,-2.686,2011,2,No
11N173A,33.632,-2.730,2011,2,No
11N173B,33.121,-2.948,2011,2,No
11N173F,33.085,-2.779,2011,2,No
11N174A,33.558,-2.686,2011,2,No
11N174B,33.093,-2.520,2011,3,No
11N174F,32.312,-2.237,2011,2,No
11N175A,33.640,-2.859,2011,1,No
11N175B,32.762,-2.243,2011,2,No
11N176A,33.601,-2.630,2011,1,No
11N176B,32.804,-2.246,2011,3,No
11N177A,33.456,-2.671,2011,1,No
11N177B,32.541,-2.544,2011,2,No
11N178A,33.507,-2.779,2011,3,No
11N178B,32.687,-2.548,2011,3,No
11N179A,33.502,-2.798,2011,2,No
11N179B,33.043,-2.461,2011,2,No
11N17HJ,33.236,-2.532,2011,3,No
11N17ST,32.305,-1.607,2011,3,No
11N180A,33.342,-2.919,2011,3,No
11N180B,33.355,-2.523,2011,2,No
11N181A,33.446,-2.677,2011,3,No
11N181B,33.223,-2.776,2011,2,No
11N182A,33.478,-2.501,2011,3,No
11N182B,33.142,-2.893,2011,2,No
11N183A,33.821,-2.492,2011,2,No
11N183B,32.788,-2.595,2011,3,No
11N184A,33.842,-2.489,2011,2,No
11N184B,33.132,-1.988,2011,3,No
11N185A,33.712,-2.725,2011,2,No
11N185B,33.025,-2.087,2011,3,No
11N186A,33.283,-2.274,2011,1,No
11N186B,32.940,-2.467,2011,3,No
11N187A,33.321,-2.494,2011,2,No
11N187B,32.769,-2.461,2011,3,No
11N188A,33.321,-2.490,2011,3,No
11N188B,32.755,-2.352,2011,3,No
11N189A,33.358,-2.666,2011,3,No
11N189B,32.316,-2.271,2011,2,No
11N18HJ,33.240,-2.513,2011,3,No
11N18ST,32.597,-1.447,2011,2,No
11N190A,33.584,-2.487,2011,3,No
11N191A,33.602,-2.473,2011,3,No
11N192A,33.601,-2.461,2011,2,No
11N193A,33.404,-2.774,2011,2,No
11N194A,33.470,-3.117,2011,3,No
11N195A,33.582,-2.767,2011,2,No
11N196A,33.653,-2.772,2011,3,No
11N197A,33.832,-2.532,2011,2,No
11N198A,33.707,-2.604,2011,2,No
11N199A,33.646,-2.758,2011,2,No
11N19HJ,33.231,-2.944,2011,3,No
11N19ST,32.290,-1.581,2011,2,No
11N200A,33.707,-2.656,2011,3,No
11N201A,33.691,-2.621,2011,2,No
11N202A,33.621,-2.609,2011,3,No
11N203A,33.710,-2.673,2011,2,No
11N204A,33.639,-2.782,2011,2,No
11N205A,33.621,-2.764,2011,3,No
11N206A,33.636,-2.741,2011,2,No
11N207A,33.573,-2.748,2011,3,No
11N208A,33.666,-2.700,2011,2,No
11N209A,33.426,-2.366,2011,3,No
11N20HJ,33.266,-2.769,2011,3,No
11N20ST,32.476,-1.527,2011,2,No
11N210A,33.774,-2.782,2011,2,No
11N211A,33.679,-3.055,2011,2,No
11N212A,33.749,-3.005,2011,3,No
11N213A,33.760,-2.838,2011,2,No
11N214A,33.410,-2.395,2011,2,No
11N215A,33.461,-2.484,2011,2,No
11N216A,33.637,-2.774,2011,2,No
11N217A,33.799,-2.772,2011,3,No
11N218A,33.621,-2.766,2011,1,No
11N219A,33.566,-2.740,2011,2,No
11N21HJ,33.263,-2.662,2011,2,No
11N21ST,32.466,-1.631,2011,2,No
11N220A,33.643,-2.679,2011,2,No
11N221A,33.628,-2.786,2011,2,No
11N222A,33.721,-2.649,2011,3,No
11N223A,33.420,-2.401,2011,1,No
11N22HJ,33.253,-2.665,2011,2,No
11N22ST,32.448,-2.412,2011,2,No
11N23HJ,33.158,-2.460,2011,3,No
11N23ST,32.492,-1.539,2011,3,No
11N24HJ,33.137,-2.727,2011,3,No
11N24ST,32.439,-2.659,2011,3,No
11N25HJ,33.163,-2.891,2011,3,No
11N25ST,32.512,-1.696,2011,3,No
11N26HJ,33.216,-2.548,2011,3,No
11N26ST,32.532,-1.631,2011,2,No
11N27ST,32.456,-2.616,2011,2,No
11N28HJ,33.273,-2.775,2011,2,No
11N28ST,32.457,-2.043,2011,2,No
11N29HJ,33.250,-2.537,2011,3,No
11N29ST,32.290,-1.594,2011,3,No
11N30HJ,33.168,-2.442,2011,3,No
11N30ST,32.313,-1.589,2011,3,No
11N31HJ,33.564,-2.831,2011,3,No
11N31ST,32.542,-1.491,2011,3,No
11N32HJ,33.139,-2.510,2011,3,No
11N32ST,32.493,-1.516,2011,2,No
11N33HJ,33.445,-2.659,2011,3,No
11N33ST,32.496,-1.551,2011,3,No
11N34HJ,33.127,-2.478,2011,3,No
11N34ST,32.630,-2.537,2011,2,No
11N35HJ,33.159,-2.876,2011,3,No
11N36HJ,33.232,-2.392,2011,2,No
11N37HJ,33.156,-2.724,2011,3,No
11N38HJ,33.518,-2.774,2011,3,No
11N999B,33.141,-2.916,2011,3,No
11N99AZ,33.467,-2.688,2011,2,No
12N001A,33.388,-2.964,2012,2,No
12N001B,32.754,-2.431,2012,3,No
12N001D,32.826,-3.898,2012,2,No
12N001F,32.242,-2.827,2012,2,No
12N001I,32.996,-2.108,2012,3,No
12N001M,33.307,-3.059,2012,2,No
12N001M05,33.108,-3.734,2012,3,No
12N001M06,32.853,-4.822,2012,2,No
12N001M10,32.288,-2.422,2012,2,No
12N001M20,33.026,-3.930,2012,2,No
12N001M30,32.937,-2.048,2012,2,No
12N002A,33.386,-2.960,2012,2,No
12N002B,32.748,-2.493,2012,3,No
12N002D,33.111,-4.702,2012,2,No
12N002F,32.372,-2.843,2012,2,No
12N002I,32.980,-2.078,2012,3,No
12N002M,33.020,-3.163,2012,2,No
12N002M06,32.501,-2.461,2012,3,No
12N002M10,32.336,-2.306,2012,2,No
12N002M14,33.060,-2.127,2012,2,No
12N002M20,32.962,-3.627,2012,1,No
12N002M30,33.448,-2.654,2012,2,No
12N003A,33.377,-2.943,2012,2,No
12N003B,32.734,-2.498,2012,3,No
12N003D,32.784,-3.893,2012,3,No
12N003F,32.416,-2.595,2012,3,No
12N003M,33.049,-3.120,2012,3,No
12N003M06,33.222,-4.501,2012,3,No
12N003M10,32.325,-2.307,2012,3,No
12N003M25,32.950,-1.999,2012,3,No
12N003M30,33.105,-2.467,2012,3,No
12N004A,33.882,-2.385,2012,3,No
12N004B,32.768,-2.606,2012,3,No
12N004D,32.829,-3.910,2012,2,No
12N004F,32.474,-2.344,2012,2,No
12N004M,33.006,-2.999,2012,3,No
12N004M06,33.088,-4.706,2012,2,No
12N004M10,32.330,-2.349,2012,2,No
12N004M30,33.316,-2.508,2012,2,No
12N005A,33.965,-2.547,2012,3,No
12N005B,32.891,-2.538,2012,2,No
12N005D,32.893,-3.875,2012,2,No
12N005F,32.425,-2.654,2012,2,No
12N005M,33.239,-2.873,2012,3,No
12N005M06,33.156,-2.510,2012,3,No
12N005M10,32.353,-2.177,2012,2,No
12N005M22,32.511,-2.071,2012,2,No
12N005M30,33.452,-2.645,2012,3,No
12N006A,33.910,-2.213,2012,2,No
12N006B,32.877,-2.543,2012,3,No
12N006D,33.128,-4.708,2012,3,No
12N006F,32.410,-2.599,2012,2,No
12N006M,33.315,-2.815,2012,3,No
12N006M06,33.902,-2.473,2012,3,No
12N006M10,32.525,-2.234,2012,3,No
12N006M22,32.493,-2.692,2012,2,No
12N006M30,33.198,-4.482,2012,3,No
12N007A,33.821,-2.508,2012,2,No
12N007B,32.744,-2.485,2012,3,No
12N007D,33.049,-4.696,2012,3,No
12N007F,32.389,-2.649,2012,3,No
12N007I,32.941,-2.315,2012,3,No
12N007M,33.362,-2.829,2012,2,No
12N007M06,33.910,-2.427,2012,2,No
12N007M10,32.518,-2.229,2012,2,No
12N007M30,33.039,-3.669,2012,2,No
12N008A,33.988,-2.279,2012,3,No
12N008B,32.693,-2.515,2012,3,No
12N008D,32.845,-3.731,2012,3,No
12N008F,32.682,-2.396,2012,3,No
12N008I,32.880,-2.669,2012,2,No
12N008M,33.459,-2.990,2012,2,No
12N008M06,33.898,-2.515,2012,3,No
12N008M10,32.320,-2.301,2012,2,No
12N009A,33.283,-2.594,2012,2,No
12N009B,32.317,-2.320,2012,2,No
12N009D,32.866,-3.768,2012,2,No
12N009F,32.697,-2.433,2012,3,No
12N009I,32.895,-2.679,2012,3,No
12N009M,33.133,-2.608,2012,2,No
12N009M06,33.884,-2.543,2012,3,No
12N009M10,32.341,-2.277,2012,3,No
12N010A,33.399,-2.589,2012,2,No
12N010B,32.232,-2.439,2012,2,No
12N010D,32.933,-3.867,2012,3,No
12N010F,32.535,-2.364,2012,2,No
12N010I,33.047,-2.126,2012,3,No
12N010M,33.638,-3.195,2012,3,No
12N010M06,32.863,-2.674,2012,3,No
12N010M10,32.337,-2.285,2012,3,No
12N010M17,33.228,-2.498,2012,3,No
12N011A,33.605,-2.590,2012,3,No
12N011B,32.388,-2.298,2012,2,No
12N011D,32.838,-4.022,2012,3,No
12N011F,32.588,-2.273,2012,2,No
12N011I,33.073,-2.643,2012,3,No
12N011M,33.348,-3.232,2012,2,No
12N011M06,32.853,-2.672,2012,3,No
12N011M10,32.338,-2.297,2012,2,No
12N012A,33.844,-2.299,2012,3,No
12N012B,32.349,-2.118,2012,2,No
12N012F,32.498,-2.161,2012,1,No
12N012I,32.904,-2.515,2012,2,No
12N012M,33.496,-3.118,2012,2,No
12N012M06,32.728,-2.517,2012,3,No
12N012M10,32.335,-2.313,2012,2,No
12N013A,33.897,-2.219,2012,3,No
12N013B,32.760,-2.348,2012,3,No
12N013D,32.857,-4.737,2012,2,No
12N013F,32.411,-2.599,2012,2,No
12N013I,33.141,-2.523,2012,3,No
